id,tag_id,symbol_id
719,17,461
951,17,1135
952,17,1136
953,17,1137
954,17,1138
955,17,1139
956,17,1140
957,17,1141
958,17,1142
959,17,1143
3552,17,1144
960,17,1145
376,17,1146
963,17,1147
2831,17,1148
2793,17,1149
2864,17,1150
964,17,1151
965,17,1152
2801,17,1153
2823,17,1154
966,17,1155
603,17,1156
3562,17,1157
2815,17,1158
2966,17,1159
969,17,1160
2832,17,1161
2848,17,1162
2816,17,1163
2818,17,1164
970,17,1165
3834,17,1166
972,17,1167
2792,17,1192
2804,17,1193
2824,17,1194
982,17,1195
983,17,1196
984,17,1197
985,17,1198
2802,17,1199
986,17,1200
573,17,1201
3680,17,1202
988,17,1203
388,18,1075
389,18,1076
390,18,1077
391,18,1078
392,18,1079
393,18,1080
394,18,1081
3135,18,1082
3136,18,1083
3137,18,1084
3138,18,1085
387,18,1086
3140,18,1087
3141,18,1088
3142,18,1089
3143,18,1090
3144,18,1091
3145,18,1092
3146,18,1093
3147,18,1094
3148,18,1095
3149,18,1096
3150,18,1097
3151,18,1098
3152,18,1099
3153,18,1100
404,19,260
3663,19,507
3666,19,635
3668,19,636
3693,19,932
398,19,934
405,19,935
397,19,936
408,19,937
3568,19,938
400,19,939
3570,19,940
403,19,941
3572,19,942
402,19,992
3664,19,1392
741,20,585
742,20,586
743,20,587
744,20,588
3567,20,938
401,20,939
3569,20,940
881,20,941
3571,20,942
3640,21,161
3045,21,197
3678,21,269
2894,21,541
3674,21,542
2993,21,543
2908,21,544
3684,21,545
3009,21,546
2909,21,547
2805,21,548
3036,21,549
2910,21,550
2932,21,551
3225,21,552
2911,21,553
2934,21,554
3231,21,555
2800,21,556
2946,21,557
738,21,558
465,21,559
2948,21,560
3539,21,561
3676,21,562
2955,21,563
2884,21,624
2961,21,625
3256,21,626
2890,21,627
2965,21,628
3257,21,629
2892,21,630
3157,21,631
3260,21,632
2893,21,633
3208,21,634
3665,21,635
3667,21,636
3211,21,637
3481,21,638
2899,21,639
3212,21,640
3482,21,641
2798,21,642
3215,21,643
3531,21,644
2913,21,645
3226,21,646
2879,21,647
2919,21,648
3964,21,649
3525,21,650
2930,21,651
3962,21,652
2882,21,653
2931,21,654
757,21,655
2947,21,656
758,21,657
3930,21,658
3950,21,659
3875,21,660
3945,21,661
3915,21,662
3213,21,663
3908,21,664
3882,21,665
3214,21,666
3895,21,667
3884,21,668
3258,21,669
3893,21,670
3935,21,671
3259,21,672
3966,21,673
3917,21,674
3940,21,679
760,21,680
761,21,681
3905,21,682
763,21,683
764,21,684
765,21,685
766,21,686
767,21,687
3248,21,688
2863,21,689
768,21,690
3249,21,691
769,21,692
770,21,693
2861,21,694
771,21,695
772,21,696
773,21,697
423,21,698
775,21,699
776,21,700
777,21,701
3910,21,702
778,21,703
779,21,704
780,21,705
3867,21,706
781,21,707
782,21,708
783,21,709
3886,21,710
784,21,711
785,21,712
786,21,713
3924,21,714
2975,21,715
788,21,716
789,21,717
3919,21,718
2976,21,719
791,21,720
792,21,721
793,21,722
2977,21,723
794,21,724
795,21,725
3897,21,726
2978,21,727
797,21,728
798,21,729
3927,21,730
2979,21,731
800,21,732
801,21,733
802,21,734
803,21,735
804,21,736
3793,21,737
3880,21,738
3484,21,739
3789,21,740
3785,21,741
3873,21,742
3485,21,743
3787,21,744
3891,21,745
3869,21,746
3486,21,747
809,21,783
810,21,784
811,21,785
812,21,786
813,21,787
814,21,788
815,21,789
816,21,790
817,21,791
818,21,792
819,21,793
820,21,794
821,21,795
822,21,796
451,21,797
825,21,798
826,21,799
827,21,800
828,21,801
829,21,802
830,21,803
831,21,804
832,21,805
441,21,806
3888,21,807
3912,21,808
3932,21,809
3877,21,810
3900,21,811
3937,21,812
3764,21,813
3758,21,814
3760,21,815
3751,21,816
3756,21,817
2945,21,840
2796,21,895
2928,21,896
2820,21,897
2987,21,898
3686,21,899
2822,21,900
3943,21,901
3791,21,961
3156,21,962
2891,21,963
2942,21,964
3245,21,965
883,21,966
2943,21,967
3797,21,968
2901,21,969
2964,21,970
3773,21,971
3795,21,972
3035,21,973
3527,21,974
3783,21,975
3154,21,976
3779,21,977
412,21,993
3048,21,994
3049,21,995
3050,21,996
3051,21,997
3052,21,998
3053,21,999
3054,21,1000
3055,21,1001
3056,21,1002
3057,21,1003
3058,21,1004
3059,21,1005
3060,21,1006
3061,21,1007
413,21,1008
3063,21,1009
3064,21,1010
3065,21,1011
3066,21,1012
3067,21,1013
3068,21,1014
3069,21,1015
3070,21,1016
3071,21,1017
3072,21,1018
3102,21,1019
3103,21,1020
3104,21,1021
3105,21,1022
3106,21,1023
3107,21,1024
3108,21,1025
3109,21,1026
3110,21,1027
3111,21,1028
3112,21,1029
3113,21,1030
3114,21,1031
3115,21,1032
3116,21,1033
3117,21,1034
3118,21,1035
3119,21,1036
3120,21,1037
3121,21,1038
3122,21,1039
3123,21,1040
3124,21,1041
3125,21,1042
3126,21,1043
3127,21,1044
3044,21,1314
3043,21,1315
3046,21,1316
3042,21,1317
3041,21,1358
2992,22,675
3171,22,676
842,22,818
843,22,819
3954,22,820
845,22,821
3039,22,822
846,22,823
847,22,824
848,22,825
3960,22,826
3021,22,827
850,22,828
851,22,829
3973,22,830
853,22,831
854,22,832
3977,22,833
855,22,834
3970,22,835
3957,22,836
2828,22,902
2853,22,903
2999,22,904
464,22,905
3689,22,906
3691,22,907
3707,22,908
3709,22,909
3829,22,910
3831,22,911
873,22,923
874,22,924
998,22,4416
470,23,257
471,23,261
3690,23,906
3692,23,907
3708,23,908
3710,23,909
3830,23,910
3832,23,911
474,23,912
482,23,913
480,23,914
481,23,915
478,23,916
479,23,917
468,23,918
469,23,919
472,23,923
473,23,924
476,23,1380
477,23,1397
3822,23,1400
3817,23,1401
466,23,1552
467,23,1553
3841,23,4813
509,24,185
3578,24,186
504,24,187
571,24,188
543,24,696
517,24,697
525,24,699
527,24,700
514,24,701
505,24,703
506,24,704
515,24,705
536,24,707
507,24,708
528,24,709
597,24,711
508,24,712
516,24,713
3925,24,714
503,24,716
518,24,717
3920,24,718
532,24,720
519,24,721
531,24,722
510,24,724
520,24,725
3898,24,726
511,24,728
521,24,729
3928,24,730
512,24,732
522,24,733
526,24,734
513,24,735
530,24,736
542,24,1387
541,24,1388
3660,25,1445
3662,25,1447
3839,25,1514
3656,25,1518
3657,25,1519
3658,25,1520
3651,25,1694
3650,25,4370
3649,25,4371
568,25,4420
3720,25,4426
579,26,606
577,26,608
578,26,655
574,26,657
580,26,1182
581,26,1186
575,26,1188
606,26,1195
576,26,1200
589,27,518
3781,27,522
3777,27,525
586,27,571
587,27,572
588,27,573
585,27,575
592,27,576
590,27,578
595,27,579
583,27,580
591,27,581
584,27,966
607,28,583
3544,28,584
858,29,841
859,29,842
3631,29,843
3629,29,844
3627,29,845
3625,29,846
860,29,847
861,29,848
3623,29,849
862,29,850
3584,29,851
3621,29,852
3589,29,853
3619,29,854
3617,29,855
3580,29,856
3586,29,857
863,29,858
3615,29,859
3613,29,860
3611,29,861
3609,29,862
864,29,863
865,29,864
866,29,865
867,29,866
3574,29,867
3607,29,868
3605,29,869
868,29,870
3603,29,871
3601,29,872
3599,29,873
869,29,874
3597,29,875
870,29,876
3595,29,877
3593,29,878
3591,29,879
871,29,880
745,30,589
746,30,590
747,30,591
748,30,592
749,30,593
750,30,594
751,30,595
752,30,596
753,30,597
754,30,598
755,30,599
756,30,600
999,31,4417
3705,31,4423
3719,31,4424
3848,31,4819
3851,31,4820
989,32,1657
990,32,1658
991,32,1659
993,32,1718
995,32,1736
997,32,4412
1000,32,4420
992,33,1695
996,33,3925
3671,34,4413
3670,34,4414
3669,34,4421
3673,34,4422
3730,34,4439
3844,34,4817
3847,34,4818
3698,35,259
3679,35,269
3683,35,464
3697,35,467
3711,35,512
3717,35,516
3712,35,520
3713,35,534
3716,35,538
3675,35,542
3685,35,545
3677,35,562
3715,35,565
3687,35,899
3681,35,1202
3706,36,4423
3846,36,4816
3854,36,4821
3856,36,4822
3857,36,4823
3750,37,536
3748,37,603
3747,37,617
3745,37,881
3743,37,882
3744,37,891
3746,37,958
3766,37,1516
3749,37,1517
3753,38,773
3762,38,774
3755,38,775
3763,38,776
3754,38,777
3765,38,813
3759,38,814
3761,38,815
3752,38,816
3757,38,817
3776,39,517
3775,39,521
3782,39,522
3778,39,525
3838,39,566
3794,39,737
3790,39,740
3786,39,741
3788,39,744
3772,39,959
3792,39,961
3798,39,968
3774,39,971
3796,39,972
3784,39,975
3780,39,977
3770,39,4583
3947,40,392
3816,40,1323
3820,40,1379
3802,40,1390
3821,40,1398
3819,40,1399
3823,40,1400
3818,40,1401
3804,40,1437
3803,40,1523
3948,40,1524
3801,40,1526
3805,40,1710
3836,40,4809
3811,41,195
3810,41,497
3812,41,1324
3807,41,1372
3815,41,1377
3806,41,1383
3808,41,1384
3814,41,1391
3813,41,3960
3863,42,602
3864,42,604
3861,42,619
3862,42,623
3931,42,658
3951,42,659
3876,42,660
3946,42,661
3916,42,662
3909,42,664
3883,42,665
3896,42,667
3885,42,668
3894,42,670
3936,42,671
3967,42,673
3918,42,674
3942,42,679
3907,42,682
3911,42,702
3868,42,706
3887,42,710
3926,42,714
3921,42,718
3899,42,726
3929,42,730
3881,42,738
3874,42,742
3892,42,745
3870,42,746
3890,42,807
3914,42,808
3934,42,809
3879,42,810
3902,42,811
3939,42,812
3866,42,889
3944,42,901
3860,42,1459
3858,42,1474
3965,43,649
3963,43,652
3952,43,659
3968,43,673
3955,43,820
3961,43,826
3958,43,836
3976,44,749
3981,44,752
3983,44,755
3987,44,757
3985,44,759
3991,44,762
3989,44,765
3974,44,830
3979,44,833
3971,44,835
